Player,Opp,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Rush_Att,Rush_Yds,Rush_TD,Rush_2Pt,Rec,Rec_Yds,Rec_TD,Rec_2Pt,FL,Week
A. Richardson IND,@ NE,24,24,12,109,2,2,0,9,48,1,1,0,0,0,0,0,13
B. Young CAR,vs TB,24,46,26,298,1,0,0,3,17,1,0,0,0,0,0,0,13
S. Darnold MIN,vs ARI,23,31,21,235,2,0,0,4,22,0,0,0,0,0,0,0,13
M. Jones JAX,vs HOU,23,32,20,235,2,0,1,3,6,0,0,0,0,0,0,0,13
J. Love GB,vs MIA,22,28,21,274,2,0,0,0,0,0,0,0,0,0,0,0,13
J. Goff DET,vs CHI,20,34,21,221,2,0,0,1,1,0,0,0,0,0,0,0,13
W. Levis TEN,@ WAS,20,37,18,212,2,0,0,2,-3,0,0,0,0,0,0,0,13
D. Maye NE,vs IND,20,30,24,238,1,1,1,5,59,0,0,0,0,0,0,0,13
M. Stafford LA,@ NO,19,24,14,183,2,0,0,4,3,0,0,0,0,0,0,0,13
J. Hurts PHI,@ BAL,18,19,11,118,1,0,0,9,29,1,0,0,0,0,0,0,13
P. Mahomes KC,vs LV,18,46,26,306,1,0,0,2,4,0,0,0,0,0,0,0,13
A. Rodgers NYJ,vs SEA,17,39,21,185,2,1,0,2,6,0,0,0,0,0,0,0,13
D. Carr NO,vs LA,16,37,24,184,1,0,1,2,12,0,0,0,0,0,0,0,13
K. Murray ARI,@ MIN,16,45,31,260,1,2,0,7,48,0,0,0,0,0,0,0,13
D. Lock NYG,@ DAL,15,32,21,178,0,1,0,4,57,1,0,0,0,0,0,1,13
C. Stroud HOU,@ JAX,15,34,22,242,1,0,0,5,7,0,0,0,0,0,0,0,13
G. Smith SEA,@ NYJ,14,31,20,206,1,0,0,2,2,0,0,0,0,0,0,0,13
B. Nix DEN,vs CLE,13,35,18,294,1,2,0,3,4,0,0,0,0,0,0,0,13
C. Rush DAL,vs NYG,13,36,21,195,1,0,0,5,0,0,0,0,0,0,0,0,13
B. Mayfield TB,@ CAR,11,33,21,235,1,2,0,3,8,0,0,0,0,0,0,0,13
J. Herbert LAC,@ ATL,7,23,16,147,0,0,1,5,1,0,0,0,0,0,0,0,13
B. Purdy SF,@ BUF,2,18,11,94,0,0,0,2,4,0,0,0,0,0,0,1,13
K. Cousins ATL,vs LAC,1,39,24,245,0,4,0,1,3,0,0,0,0,0,0,0,13
J. Fields PIT,@ CIN,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,13
K. Trask TB,@ CAR,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,13
M. Trubisky BUF,vs SF,0,1,1,4,0,0,0,4,-3,0,0,0,0,0,0,0,13
T. Lawrence JAX,vs HOU,-1,10,4,41,0,1,0,1,6,0,0,0,0,0,0,0,13
J. Allen BUF,@ LA,57,37,22,342,3,0,0,10,82,3,0,0,0,0,0,0,14
S. Darnold MIN,vs ATL,43,28,22,347,5,0,0,4,7,0,0,0,0,0,0,0,14
J. Burrow CIN,@ DAL,30,44,33,369,3,1,0,2,-2,0,0,0,0,0,0,0,14
J. Goff DET,vs GB,27,41,32,283,3,1,0,4,7,0,0,0,0,0,0,0,14
J. Hurts PHI,vs CAR,27,21,14,108,2,0,0,8,59,1,0,0,0,0,0,0,14
T. Tagovailoa MIA,vs NYJ,27,47,33,331,2,0,1,1,3,0,0,0,0,0,0,0,14
B. Purdy SF,vs CHI,26,25,20,325,2,0,0,5,11,0,0,0,0,0,0,0,14
B. Mayfield TB,vs LV,25,29,18,295,3,2,0,2,12,0,0,0,0,0,0,1,14
M. Stafford LA,vs BUF,24,30,23,320,2,0,0,0,0,0,0,0,0,0,0,0,14
K. Murray ARI,vs SEA,21,38,25,259,2,2,0,3,16,0,1,0,0,0,0,0,14
A. Rodgers NYJ,@ MIA,19,39,27,339,1,0,0,0,0,0,0,0,0,0,0,0,14
R. Wilson PIT,vs CLE,19,26,15,158,2,0,0,6,17,0,0,0,0,0,0,0,14
C. Williams CHI,@ SF,18,23,17,134,2,0,0,4,27,0,0,0,0,0,0,1,14
J. Winston CLE,@ PIT,18,41,24,212,2,2,0,4,28,0,0,0,0,0,0,0,14
C. Rush DAL,vs CIN,17,31,16,183,2,1,0,2,5,0,0,0,0,0,0,0,14
J. Love GB,@ DET,16,20,12,206,1,0,0,4,23,0,0,0,0,0,0,0,14
J. Herbert LAC,@ KC,15,30,21,213,1,0,0,4,12,0,0,0,0,0,0,0,14
P. Mahomes KC,vs LAC,15,37,24,210,1,0,0,4,17,0,0,0,0,0,0,0,14
G. Smith SEA,@ ARI,15,30,24,233,1,0,0,1,0,0,0,0,0,0,0,0,14
D. Lock NYG,vs NO,14,49,21,227,0,1,1,5,59,0,0,0,0,0,0,0,14
D. Carr NO,@ NYG,13,31,20,219,1,1,0,2,12,0,0,0,0,0,0,0,14
B. Young CAR,@ PHI,13,34,19,191,1,1,0,7,29,0,0,0,0,0,0,0,14
K. Cousins ATL,@ MIN,9,37,23,344,0,2,0,0,0,0,0,0,0,0,0,0,14
A. O'Connell LV,@ TB,7,19,11,104,0,1,0,6,6,1,0,0,0,0,0,1,14
W. Levis TEN,vs JAX,6,32,19,168,0,0,0,1,3,0,0,0,0,0,0,0,14
M. Jones JAX,@ TEN,4,31,23,220,0,2,0,3,3,0,0,0,0,0,0,0,14
D. Ridder LV,@ TB,4,18,12,101,0,0,0,2,3,0,0,0,0,0,0,0,14
T. Heinicke LAC,@ KC,1,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,14
T. Bagent CHI,@ SF,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,14
J. Haener NO,@ NYG,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,14
N. Mullens MIN,vs ATL,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,14
B. Allen SF,vs CHI,-2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14
J. Goff DET,vs BUF,50,59,38,494,5,0,0,2,13,0,0,0,0,0,0,0,15
L. Jackson BAL,@ NYG,46,25,21,290,5,0,0,6,65,0,0,0,0,0,0,1,15
J. Allen BUF,@ DET,44,34,23,362,2,0,0,11,68,2,0,0,0,0,0,0,15
B. Mayfield TB,@ LAC,35,27,22,288,4,1,0,2,25,0,0,0,0,0,0,0,15
A. Rodgers NYJ,@ JAX,35,30,16,289,3,0,1,6,45,0,0,0,0,0,0,0,15
J. Hurts PHI,vs PIT,32,32,25,290,2,0,0,15,45,1,0,0,0,0,0,1,15
J. Daniels WAS,@ NO,27,31,25,226,2,0,0,11,66,0,0,0,0,0,0,0,15
C. Rush DAL,@ CAR,25,29,18,214,3,0,0,4,5,0,0,0,0,0,0,1,15
J. Burrow CIN,@ TEN,23,37,26,271,3,2,0,0,0,0,0,0,0,0,0,1,15
M. Jones JAX,vs NYJ,21,46,31,294,2,2,0,4,29,0,0,0,0,0,0,0,15
J. Love GB,@ SEA,21,27,20,229,2,0,0,1,4,0,0,0,0,0,0,0,15
P. Mahomes KC,@ CLE,19,38,19,159,2,0,0,2,14,0,0,0,0,0,0,0,15
D. Maye NE,@ ARI,19,23,19,202,1,1,0,4,14,1,0,0,0,0,0,0,15
B. Nix DEN,vs IND,19,33,20,130,3,3,0,8,23,0,0,0,0,0,0,0,15
M. Rudolph TEN,vs CIN,19,26,21,209,2,1,0,2,14,0,0,0,0,0,0,0,15
J. Herbert LAC,vs TB,17,33,21,195,2,1,0,0,0,0,0,0,0,0,0,0,15
C. Stroud HOU,vs MIA,16,26,18,131,2,0,0,6,4,0,0,0,0,0,0,1,15
B. Young CAR,vs DAL,15,28,19,219,1,2,0,3,12,1,0,0,0,0,0,2,15
S. Darnold MIN,vs CHI,13,40,24,231,1,1,0,0,0,0,0,0,0,0,0,0,15
A. Richardson IND,@ DEN,13,38,17,172,0,2,0,7,46,1,0,1,-1,0,0,0,15
D. Ridder LV,vs ATL,12,39,23,208,1,2,0,5,28,0,0,0,0,0,0,0,15
C. Williams CHI,@ MIN,12,31,18,191,1,0,0,4,3,0,0,0,0,0,0,1,15
S. Rattler NO,vs WAS,11,21,10,135,1,0,0,0,0,0,0,0,0,0,0,0,15
R. Wilson PIT,@ PHI,11,22,14,128,1,0,0,4,13,0,0,0,0,0,0,1,15
K. Murray ARI,vs NE,9,30,23,224,0,0,0,5,11,0,0,0,0,0,0,0,15
T. Boyle NYG,vs BAL,8,24,12,123,1,1,0,1,-1,0,0,0,0,0,0,0,15
K. Cousins ATL,@ LV,8,17,11,112,1,1,0,3,0,0,0,0,0,0,0,0,15
M. Stafford LA,@ SF,7,27,16,160,0,0,0,4,18,0,0,0,0,0,0,0,15
T. Tagovailoa MIA,@ HOU,6,40,29,196,1,3,0,0,0,0,0,0,0,0,0,1,15
B. Purdy SF,vs LA,3,31,14,142,0,1,0,1,3,0,0,0,0,0,0,0,15
G. Smith SEA,vs GB,3,19,15,149,0,1,0,1,5,0,0,0,0,0,0,0,15
T. DeVito NYG,vs BAL,2,13,10,68,0,0,0,1,0,0,0,0,0,0,0,0,15
T. Bagent CHI,@ MIN,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,15
J. Fields PIT,@ PHI,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,15
T. Heinicke LAC,vs TB,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,15
J. Johnson BAL,@ NYG,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,15
C. Tune ARI,vs NE,0,2,2,8,0,0,0,1,-1,0,0,0,0,0,0,0,15
C. Wentz KC,@ CLE,0,2,2,20,0,0,0,3,0,0,0,0,0,0,0,0,15
J. Haener NO,vs WAS,-1,10,4,49,0,1,0,1,7,0,0,0,0,0,0,0,15
D. Thompson-Robinson CLE,vs KC,-1,9,4,18,0,1,0,3,16,0,0,0,0,0,0,0,15
J. Winston CLE,vs KC,-1,25,16,146,0,3,0,2,-2,0,0,0,0,0,0,0,15
S. Howell SEA,vs GB,-2,14,5,24,0,1,0,1,2,0,0,0,0,0,0,0,15
W. Levis TEN,vs CIN,-4,12,8,89,0,3,0,2,0,0,0,0,0,0,0,1,15
J. Daniels WAS,vs PHI,44,39,24,258,5,2,0,9,81,0,0,0,0,0,0,0,16
J. Goff DET,@ CHI,31,32,23,336,3,0,0,1,-1,0,0,0,0,0,0,0,16
B. Young CAR,vs ARI,30,26,17,158,2,0,0,5,68,1,0,0,0,0,0,0,16
J. Burrow CIN,vs CLE,28,30,23,252,3,0,0,2,19,0,0,0,0,0,0,1,16
S. Darnold MIN,@ SEA,28,35,22,246,3,0,0,5,11,0,0,0,0,0,0,0,16
C. Williams CHI,vs DET,27,40,26,334,2,0,0,6,34,0,0,0,0,0,0,1,16
L. Jackson BAL,vs PIT,26,23,15,207,3,1,0,9,22,0,0,0,0,0,0,0,16
B. Mayfield TB,@ DAL,26,43,31,303,2,1,0,3,42,0,0,0,0,0,0,0,16
G. Smith SEA,vs MIN,26,43,31,314,3,2,0,1,8,0,0,0,0,0,0,0,16
J. Herbert LAC,vs DEN,25,31,23,284,2,1,1,8,28,0,0,0,0,0,0,0,16
P. Mahomes KC,vs HOU,25,41,28,260,1,0,0,5,33,1,0,0,0,0,0,0,16
B. Nix DEN,@ LAC,24,40,29,263,2,0,0,3,25,0,0,0,0,0,0,0,16
B. Purdy SF,@ MIA,24,40,26,313,2,1,0,4,26,0,0,0,0,0,0,0,16
K. Murray ARI,@ CAR,23,32,20,202,1,1,0,8,63,1,0,0,0,0,0,1,16
D. Maye NE,@ BUF,22,36,22,261,2,1,0,6,30,0,0,0,0,0,0,1,16
A. Richardson IND,vs TEN,22,11,7,131,1,1,0,9,70,1,0,0,0,0,0,0,16
C. Stroud HOU,@ KC,19,39,23,244,2,2,0,2,23,0,0,0,0,0,0,0,16
R. Wilson PIT,@ BAL,19,33,22,217,2,1,0,3,27,0,0,0,0,0,0,1,16
M. Rudolph TEN,@ IND,18,34,23,252,2,3,1,4,3,0,0,0,0,0,0,0,16
C. Rush DAL,vs TB,17,35,26,292,1,0,0,3,-4,0,0,0,0,0,0,0,16
M. Jones JAX,@ LV,15,39,25,247,1,0,0,0,0,0,0,0,0,0,0,0,16
A. Rodgers NYJ,vs LA,15,42,28,256,1,0,0,1,6,0,0,0,0,0,0,1,16
T. Tagovailoa MIA,vs SF,14,34,22,215,1,0,0,2,-1,0,0,0,0,0,0,0,16
J. Allen BUF,vs NE,13,29,16,154,1,1,0,6,30,0,0,0,0,0,0,0,16
J. Love GB,vs NO,13,28,16,182,1,0,0,1,2,0,0,0,0,0,0,0,16
A. O'Connell LV,vs JAX,11,38,24,257,0,0,0,7,12,0,0,0,0,0,0,0,16
K. Pickett PHI,@ WAS,10,24,14,143,1,1,0,3,13,0,0,0,0,0,0,0,16
D. Lock NYG,@ ATL,9,39,22,210,1,2,0,1,1,0,0,0,0,0,0,1,16
M. Stafford LA,@ NYJ,8,19,14,110,1,1,0,3,-4,0,0,0,0,0,0,0,16
M. Penix ATL,vs NYG,6,27,18,202,0,1,0,4,3,0,0,0,0,0,0,0,16
D. Thompson-Robinson CLE,@ CIN,6,34,20,157,0,2,0,9,49,0,0,0,0,0,0,0,16
S. Rattler NO,@ GB,5,30,15,153,0,1,0,5,28,0,0,0,0,0,0,1,16
J. Hurts PHI,@ WAS,4,4,1,11,0,0,0,3,41,0,0,0,0,0,0,0,16
M. Willis GB,vs NO,1,2,1,34,0,0,0,3,-2,0,0,0,0,0,0,0,16
J. Browning CIN,vs CLE,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,16
B. Mayfield TB,vs CAR,44,32,27,359,5,0,0,1,2,0,0,0,0,0,0,0,17
J. Burrow CIN,vs DEN,42,49,39,412,3,0,0,4,25,1,0,0,0,0,0,0,17
D. Lock NYG,vs IND,42,23,17,309,4,0,0,5,0,1,0,0,0,0,0,0,17
J. Daniels WAS,vs ATL,37,36,24,227,3,1,0,16,127,0,0,0,0,0,0,0,17
B. Purdy SF,vs DET,36,35,27,377,3,2,0,3,12,1,0,0,0,0,0,0,17
J. Goff DET,@ SF,32,34,26,303,3,0,1,3,-3,0,0,0,0,0,0,0,17
L. Jackson BAL,@ HOU,32,15,10,168,2,0,0,4,87,1,0,0,0,0,0,0,17
S. Darnold MIN,vs GB,31,43,33,377,3,1,0,3,-3,0,0,0,0,0,0,0,17
P. Mahomes KC,@ PIT,31,38,29,320,3,0,0,1,12,0,0,0,0,0,0,0,17
J. Herbert LAC,@ NE,30,38,26,281,3,0,0,3,12,0,0,0,0,0,0,0,17
B. Nix DEN,@ CIN,27,31,24,219,3,1,0,7,31,0,0,0,0,0,0,0,17
J. Allen BUF,vs NYJ,26,27,16,182,2,0,0,5,17,1,0,0,0,0,0,0,17
T. Huntley MIA,@ CLE,26,26,22,225,1,0,0,7,52,1,0,0,0,0,0,0,17
A. O'Connell LV,@ NO,21,35,20,242,2,0,0,3,-1,0,0,0,0,0,0,0,17
J. Flacco IND,@ NYG,20,38,26,330,2,2,0,1,1,0,0,0,0,0,0,1,17
M. Jones JAX,vs TEN,20,22,15,174,2,0,0,6,22,0,0,0,0,0,0,0,17
B. Young CAR,@ TB,20,28,15,203,2,0,0,2,8,0,0,0,0,0,0,0,17
K. Murray ARI,@ LA,17,48,33,321,1,2,0,4,32,0,0,0,0,0,0,0,17
K. Pickett PHI,vs DAL,17,15,10,143,1,0,0,3,3,1,0,0,0,0,0,0,17
T. Taylor NYJ,@ BUF,17,14,11,83,2,0,1,2,6,0,0,0,0,0,0,0,17
R. Wilson PIT,vs KC,17,37,23,205,0,1,0,6,55,1,0,0,0,0,0,0,17
J. Love GB,@ MIN,15,30,19,185,1,0,1,1,6,0,0,0,0,0,0,0,17
T. McKee PHI,vs DAL,14,4,3,54,2,0,0,2,-2,0,0,0,0,0,0,0,17
S. Rattler NO,vs LV,14,36,20,218,1,2,0,3,46,0,0,0,0,0,0,0,17
M. Rudolph TEN,@ JAX,13,31,19,193,1,1,0,5,23,0,0,0,0,0,0,0,17
D. Maye NE,vs LAC,12,22,12,117,1,0,0,6,32,0,0,0,0,0,0,1,17
M. Penix ATL,@ WAS,12,35,19,223,1,1,0,2,3,0,0,0,0,0,0,0,17
M. Stafford LA,vs ARI,8,32,17,189,0,0,0,6,16,0,0,0,0,0,0,0,17
M. Trubisky BUF,vs NYJ,8,1,1,69,1,0,0,2,-1,0,0,0,0,0,0,0,17
J. Dobbs SF,vs DET,7,4,3,35,0,0,0,1,7,1,0,0,0,0,0,0,17
C. Rush DAL,@ PHI,7,28,15,147,1,2,0,1,2,0,0,0,0,0,0,0,17
G. Smith SEA,@ CHI,7,23,17,160,0,0,0,3,19,0,0,0,0,0,0,0,17
C. Stroud HOU,vs BAL,5,31,17,185,0,1,0,1,7,0,0,0,0,0,0,0,17
C. Williams CHI,vs SEA,5,28,16,122,0,1,0,5,37,0,0,0,0,0,0,0,17
D. Thompson-Robinson CLE,vs MIA,4,47,24,170,0,1,0,4,10,0,0,0,0,0,0,1,17
J. Brissett NE,vs LAC,0,2,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,17
T. Heinicke LAC,@ NE,0,2,0,0,0,0,0,1,8,0,0,0,0,0,0,0,17
J. Johnson BAL,@ HOU,0,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,17
T. Lance DAL,@ PHI,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,17
D. Mills HOU,vs BAL,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,17
A. Rodgers NYJ,@ BUF,0,18,12,112,0,2,0,0,0,0,0,0,0,0,0,0,17
K. Trask TB,vs CAR,0,0,0,0,0,0,0,3,-2,0,0,0,0,0,0,0,17
B. Young CAR,@ ATL,42,34,25,251,3,0,0,5,24,2,0,0,0,0,0,0,18
B. Nix DEN,vs KC,40,29,26,321,4,0,0,7,47,0,0,0,0,0,0,0,18
K. Murray ARI,vs SF,35,35,25,242,4,0,0,3,22,0,0,0,0,0,0,0,18
G. Smith SEA,@ LA,33,27,20,223,4,0,0,2,14,0,0,0,0,0,0,0,18
A. Rodgers NYJ,vs MIA,32,36,23,274,4,1,0,0,0,0,0,0,0,0,0,0,18
J. Herbert LAC,@ LV,31,36,28,346,2,0,1,4,42,0,0,0,0,0,0,0,18
M. Mariota WAS,@ DAL,29,18,15,161,2,0,0,5,56,1,0,0,0,0,0,0,18
M. Penix ATL,vs CAR,28,38,21,312,2,1,0,1,5,1,0,0,0,0,0,0,18
J. Dobbs SF,@ ARI,27,43,29,326,2,2,0,8,17,1,0,0,0,0,0,1,18
L. Jackson BAL,vs CLE,26,32,16,217,2,0,0,9,63,0,0,0,0,0,0,0,18
B. Mayfield TB,vs NO,24,32,21,221,2,1,0,9,68,0,0,0,0,0,0,0,18
J. Garoppolo LA,vs SEA,23,41,27,334,2,1,0,2,5,0,0,0,0,0,0,0,18
T. McKee PHI,vs NYG,22,41,27,269,2,0,0,3,1,0,0,0,0,0,0,0,18
J. Milton NE,vs BUF,21,29,22,241,1,0,0,10,16,1,0,0,0,0,0,1,18
A. O'Connell LV,vs LAC,19,34,24,214,2,1,0,4,13,0,0,0,0,0,0,0,18
J. Flacco IND,vs JAX,16,40,23,264,1,0,0,0,0,0,0,0,0,0,0,0,18
S. Rattler NO,@ TB,16,42,26,240,1,0,0,1,11,0,0,0,0,0,0,0,18
J. Burrow CIN,@ PIT,15,46,37,277,1,1,0,1,-1,0,0,0,0,0,0,0,18
M. Jones JAX,@ IND,14,32,20,225,1,1,0,5,17,0,0,0,0,0,0,0,18
W. Levis TEN,vs HOU,14,17,9,175,1,0,1,4,8,0,0,0,0,0,0,1,18
C. Williams CHI,@ GB,12,29,21,148,1,0,0,3,10,0,0,0,0,0,0,0,18
R. Wilson PIT,vs CIN,12,31,17,148,1,0,0,4,16,0,0,0,0,0,0,0,18
J. Goff DET,vs MIN,11,33,27,231,1,2,0,0,0,0,0,0,0,0,0,0,18
T. Huntley MIA,@ NYJ,11,41,25,227,1,2,0,3,16,0,0,0,0,0,0,1,18
T. Lance DAL,vs WAS,11,34,20,244,0,0,0,6,26,0,0,0,0,0,0,0,18
M. Trubisky BUF,@ NE,11,21,15,101,1,0,0,4,12,0,0,0,0,0,0,0,18
D. Lock NYG,@ PHI,9,29,22,138,1,1,0,2,3,0,0,0,0,0,0,0,18
C. Stroud HOU,@ TEN,8,6,6,50,1,0,0,0,0,0,0,0,0,0,0,0,18
B. Zappe CLE,@ BAL,8,31,16,170,1,2,0,2,2,0,0,0,0,0,0,0,18
S. Darnold MIN,@ DET,7,41,18,166,0,0,0,3,10,0,0,0,0,0,0,0,18
D. Mills HOU,@ TEN,6,22,12,128,0,0,0,3,11,0,0,0,0,0,0,0,18
M. Willis GB,vs CHI,4,13,10,136,0,0,0,1,3,0,0,0,0,0,0,1,18
J. Daniels WAS,@ DAL,3,12,6,38,0,0,0,4,27,0,0,0,0,0,0,0,18
C. Wentz KC,@ DEN,3,17,10,98,0,0,0,0,0,0,0,0,0,0,0,0,18
J. Love GB,vs CHI,2,12,7,69,0,0,0,0,0,0,0,0,0,0,0,0,18
M. Rudolph TEN,vs HOU,2,9,7,70,0,0,0,1,5,0,0,0,0,0,0,0,18
M. White BUF,@ NE,1,11,3,28,0,0,0,0,0,0,0,0,0,0,0,0,18
D. Maye NE,vs BUF,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
C. Oladokun KC,@ DEN,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,18
D. Ridder LV,vs LAC,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,18
J. Stidham DEN,vs KC,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,18
D. Thompson-Robinson CLE,@ BAL,0,3,2,13,0,0,0,2,3,0,0,0,0,0,0,0,18
C. Tune ARI,vs SF,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,18
